query,_id,_score,name,symbol,ensembl.gene,notfound,ensembl
OSCAR,126014,19.285843,osteoclast associated Ig-like receptor,OSCAR,ENSG00000277088,False,"[{'gene': 'ENSG00000277088'}, {'gene': 'ENSG00000274703'}, {'gene': 'ENSG00000273511'}, {'gene': 'ENSG00000275644'}, {'gene': 'ENSG00000170909'}, {'gene': 'ENSG00000275551'}, {'gene': 'ENSG00000278533'}, {'gene': 'ENSG00000278378'}, {'gene': 'ENSG00000276982'}, {'gene': 'ENSG00000275736'}]"
NDUFA3,4696,17.853958,NADH:ubiquinone oxidoreductase subunit A3,NDUFA3,ENSG00000276766,False,"[{'gene': 'ENSG00000276766'}, {'gene': 'ENSG00000277722'}, {'gene': 'ENSG00000278365'}, {'gene': 'ENSG00000275724'}, {'gene': 'ENSG00000273642'}, {'gene': 'ENSG00000276220'}, {'gene': 'ENSG00000275605'}, {'gene': 'ENSG00000274359'}, {'gene': 'ENSG00000170906'}, {'gene': 'ENSG00000276061'}]"
TFPT,29844,17.938425,TCF3 fusion partner,TFPT,ENSG00000276263,False,"[{'gene': 'ENSG00000276263'}, {'gene': 'ENSG00000278161'}, {'gene': 'ENSG00000275086'}, {'gene': 'ENSG00000276296'}, {'gene': 'ENSG00000105619'}, {'gene': 'ENSG00000276022'}, {'gene': 'ENSG00000276504'}, {'gene': 'ENSG00000276323'}, {'gene': 'ENSG00000273833'}, {'gene': 'ENSG00000274073'}]"
PRPF31,26121,17.762407,pre-mRNA processing factor 31,PRPF31,ENSG00000105618,False,"[{'gene': 'ENSG00000105618'}, {'gene': 'ENSG00000275117'}, {'gene': 'ENSG00000277707'}, {'gene': 'ENSG00000277953'}, {'gene': 'ENSG00000275885'}, {'gene': 'ENSG00000274651'}, {'gene': 'ENSG00000276421'}, {'gene': 'ENSG00000277154'}, {'gene': 'ENSG00000274894'}, {'gene': 'ENSG00000274144'}]"
AC245052.4,None,None,None,None,None,True,None
CNOT3,4849,18.57914,CCR4-NOT transcription complex subunit 3,CNOT3,ENSG00000276082,False,"[{'gene': 'ENSG00000276082'}, {'gene': 'ENSG00000274176'}, {'gene': 'ENSG00000273943'}, {'gene': 'ENSG00000277600'}, {'gene': 'ENSG00000274616'}, {'gene': 'ENSG00000275979'}, {'gene': 'ENSG00000277114'}, {'gene': 'ENSG00000088038'}, {'gene': 'ENSG00000274941'}, {'gene': 'ENSG00000277615'}]"
LENG1,79165,17.92639,leukocyte receptor cluster member 1,LENG1,ENSG00000276774,False,"[{'gene': 'ENSG00000276774'}, {'gene': 'ENSG00000278426'}, {'gene': 'ENSG00000277808'}, {'gene': 'ENSG00000276628'}, {'gene': 'ENSG00000278516'}, {'gene': 'ENSG00000278257'}, {'gene': 'ENSG00000277457'}, {'gene': 'ENSG00000276959'}, {'gene': 'ENSG00000105617'}, {'gene': 'ENSG00000275935'}]"
TMC4,147798,17.932104,transmembrane channel like 4,TMC4,ENSG00000167608,False,"[{'gene': 'ENSG00000167608'}, {'gene': 'ENSG00000278363'}, {'gene': 'ENSG00000273722'}, {'gene': 'ENSG00000277996'}, {'gene': 'ENSG00000276260'}, {'gene': 'ENSG00000277789'}, {'gene': 'ENSG00000274873'}, {'gene': 'ENSG00000277667'}, {'gene': 'ENSG00000274905'}, {'gene': 'ENSG00000274384'}]"
MBOAT7,79143,16.962183,membrane bound O-acyltransferase domain containing 7,MBOAT7,ENSG00000275118,False,"[{'gene': 'ENSG00000275118'}, {'gene': 'ENSG00000278519'}, {'gene': 'ENSG00000276935'}, {'gene': 'ENSG00000277025'}, {'gene': 'ENSG00000277733'}, {'gene': 'ENSG00000273592'}, {'gene': 'ENSG00000125505'}, {'gene': 'ENSG00000274194'}, {'gene': 'ENSG00000277923'}, {'gene': 'ENSG00000278322'}]"
TSEN34,79042,17.90649,tRNA splicing endonuclease subunit 34,TSEN34,ENSG00000273896,False,"[{'gene': 'ENSG00000273896'}, {'gene': 'ENSG00000278622'}, {'gene': 'ENSG00000170892'}, {'gene': 'ENSG00000274129'}, {'gene': 'ENSG00000275165'}, {'gene': 'ENSG00000274078'}, {'gene': 'ENSG00000274672'}, {'gene': 'ENSG00000278712'}, {'gene': 'ENSG00000274796'}, {'gene': 'ENSG00000278605'}]"
AC245052.1,None,None,None,None,None,True,None
RPS9,6203,16.497496,ribosomal protein S9,RPS9,ENSG00000170889,False,"[{'gene': 'ENSG00000170889'}, {'gene': 'ENSG00000277079'}, {'gene': 'ENSG00000278081'}, {'gene': 'ENSG00000275323'}, {'gene': 'ENSG00000274950'}, {'gene': 'ENSG00000277359'}, {'gene': 'ENSG00000274626'}, {'gene': 'ENSG00000274005'}, {'gene': 'ENSG00000274646'}, {'gene': 'ENSG00000278270'}]"
LILRB3,11025,22.614588,leukocyte immunoglobulin like receptor B3,LILRB3,ENSG00000274587,False,"[{'gene': 'ENSG00000274587'}, {'gene': 'ENSG00000204577'}, {'gene': 'ENSG00000275019'}, {'gene': 'ENSG00000277816'}]"
AC245052.7,None,None,None,None,None,True,None
LILRA6,79168,23.902761,leukocyte immunoglobulin like receptor A6,LILRA6,ENSG00000277177,False,"[{'gene': 'ENSG00000277177'}, {'gene': 'ENSG00000244482'}, {'gene': 'ENSG00000274148'}, {'gene': 'ENSG00000275539'}, {'gene': 'ENSG00000275584'}]"
LILRB5,10990,23.442842,leukocyte immunoglobulin like receptor B5,LILRB5,ENSG00000274311,False,"[{'gene': 'ENSG00000274311'}, {'gene': 'ENSG00000105609'}, {'gene': 'ENSG00000277414'}, {'gene': 'ENSG00000278437'}, {'gene': 'ENSG00000273991'}]"
LILRB2,10288,24.047647,leukocyte immunoglobulin like receptor B2,LILRB2,ENSG00000276146,False,"[{'gene': 'ENSG00000276146'}, {'gene': 'ENSG00000275463'}, {'gene': 'ENSG00000277751'}, {'gene': 'ENSG00000131042'}, {'gene': 'ENSG00000274513'}]"
LILRA5,353514,21.466566,leukocyte immunoglobulin like receptor A5,LILRA5,ENSG00000275404,False,"[{'gene': 'ENSG00000275404'}, {'gene': 'ENSG00000187116'}, {'gene': 'ENSG00000274113'}, {'gene': 'ENSG00000274914'}, {'gene': 'ENSG00000278355'}]"
LILRA4,23547,23.086996,leukocyte immunoglobulin like receptor A4,LILRA4,ENSG00000239961,False,"[{'gene': 'ENSG00000239961'}, {'gene': 'ENSG00000276798'}, {'gene': 'ENSG00000277092'}, {'gene': 'ENSG00000274185'}]"
LAIR1,3903,19.881834,leukocyte associated immunoglobulin like receptor 1,LAIR1,ENSG00000278154,False,"[{'gene': 'ENSG00000278154'}, {'gene': 'ENSG00000276053'}, {'gene': 'ENSG00000276163'}, {'gene': 'ENSG00000274110'}, {'gene': 'ENSG00000167613'}]"
TTYH1,57348,17.030306,tweety family member 1,TTYH1,ENSG00000276537,False,"[{'gene': 'ENSG00000276537'}, {'gene': 'ENSG00000276887'}, {'gene': 'ENSG00000275650'}, {'gene': 'ENSG00000167614'}]"
AC245884.1,None,None,None,None,None,True,None
AC245884.10,None,None,None,None,None,True,None
AC245884.8,None,None,None,None,None,True,None
LENG8-AS1,104355426,27.06384,LENG8 antisense RNA 1,LENG8-AS1,ENSG00000226696,False,"[{'gene': 'ENSG00000226696'}, {'gene': 'ENSG00000275470'}]"
LENG8,114823,17.85124,leukocyte receptor cluster member 8,LENG8,ENSG00000167615,False,"[{'gene': 'ENSG00000167615'}, {'gene': 'ENSG00000276458'}, {'gene': 'ENSG00000276681'}, {'gene': 'ENSG00000274305'}]"
LENG9,94059,18.078724,leukocyte receptor cluster member 9,LENG9,ENSG00000278312,False,"[{'gene': 'ENSG00000278312'}, {'gene': 'ENSG00000273574'}, {'gene': 'ENSG00000274495'}, {'gene': 'ENSG00000275183'}]"
CDC42EP5,148170,18.05071,CDC42 effector protein 5,CDC42EP5,ENSG00000167617,False,"[{'gene': 'ENSG00000167617'}, {'gene': 'ENSG00000278444'}, {'gene': 'ENSG00000273633'}, {'gene': 'ENSG00000273622'}]"
LAIR2,3904,22.797785,leukocyte associated immunoglobulin like receptor 2,LAIR2,ENSG00000275819,False,"[{'gene': 'ENSG00000275819'}, {'gene': 'ENSG00000277335'}, {'gene': 'ENSG00000274084'}, {'gene': 'ENSG00000167618'}]"
KIR3DX1,ENSG00000275918,7.9251795,"killer cell immunoglobulin like receptor, three Ig domains X1 (pseudogene)",KIR3DX1,ENSG00000275918,False,None
LILRA2,11027,23.77352,leukocyte immunoglobulin like receptor A2,LILRA2,ENSG00000278634,False,"[{'gene': 'ENSG00000278634'}, {'gene': 'ENSG00000275290'}, {'gene': 'ENSG00000239998'}, {'gene': 'ENSG00000274000'}]"
AC245036.5,None,None,None,None,None,True,None
LILRA1,11024,24.568497,leukocyte immunoglobulin like receptor A1,LILRA1,ENSG00000274935,False,"[{'gene': 'ENSG00000274935'}, {'gene': 'ENSG00000104974'}, {'gene': 'ENSG00000275525'}, {'gene': 'ENSG00000277398'}]"
LILRB1,10859,24.046959,leukocyte immunoglobulin like receptor B1,LILRB1,ENSG00000276452,False,"[{'gene': 'ENSG00000276452'}, {'gene': 'ENSG00000274669'}, {'gene': 'ENSG00000277134'}, {'gene': 'ENSG00000104972'}, {'gene': 'ENSG00000277807'}]"
LILRB1-AS1,ENSG00000275274,25.746635,LILRB1 antisense RNA 1,LILRB1-AS1,ENSG00000275274,False,None
LILRB4,11006,22.795034,leukocyte immunoglobulin like receptor B4,LILRB4,ENSG00000278279,False,"[{'gene': 'ENSG00000278279'}, {'gene': 'ENSG00000278555'}, {'gene': 'ENSG00000186818'}, {'gene': 'ENSG00000276042'}, {'gene': 'ENSG00000275730'}]"
KIR3DL3,115653,23.08425,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3",KIR3DL3,ENSG00000278723,False,"[{'gene': 'ENSG00000278723'}, {'gene': 'ENSG00000276084'}, {'gene': 'ENSG00000283915'}, {'gene': 'ENSG00000275433'}, {'gene': 'ENSG00000283823'}, {'gene': 'ENSG00000274639'}, {'gene': 'ENSG00000275172'}, {'gene': 'ENSG00000274724'}, {'gene': 'ENSG00000284086'}, {'gene': 'ENSG00000284104'}, {'gene': 'ENSG00000277620'}, {'gene': 'ENSG00000277392'}, {'gene': 'ENSG00000276806'}, {'gene': 'ENSG00000277028'}, {'gene': 'ENSG00000276433'}, {'gene': 'ENSG00000276196'}, {'gene': 'ENSG00000274394'}, {'gene': 'ENSG00000242019'}, {'gene': 'ENSG00000276930'}, {'gene': 'ENSG00000274254'}, {'gene': 'ENSG00000274511'}, {'gene': 'ENSG00000274696'}, {'gene': 'ENSG00000274556'}, {'gene': 'ENSG00000273502'}, {'gene': 'ENSG00000278490'}, {'gene': 'ENSG00000276328'}, {'gene': 'ENSG00000275062'}, {'gene': 'ENSG00000274763'}, {'gene': 'ENSG00000276875'}, {'gene': 'ENSG00000275513'}, {'gene': 'ENSG00000276086'}, {'gene': 'ENSG00000283875'}, {'gene': 'ENSG00000276572'}, {'gene': 'ENSG00000283966'}, {'gene': 'ENSG00000284371'}, {'gene': 'ENSG00000284127'}, {'gene': 'ENSG00000284480'}, {'gene': 'ENSG00000277552'}, {'gene': 'ENSG00000278729'}, {'gene': 'ENSG00000274786'}, {'gene': 'ENSG00000277596'}, {'gene': 'ENSG00000274480'}]"
KIR2DL3,3804,25.360682,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3",KIR2DL3,ENSG00000284504,False,"[{'gene': 'ENSG00000284504'}, {'gene': 'ENSG00000274410'}, {'gene': 'ENSG00000284333'}, {'gene': 'ENSG00000276590'}, {'gene': 'ENSG00000283790'}, {'gene': 'ENSG00000284132'}, {'gene': 'ENSG00000277317'}, {'gene': 'ENSG00000277484'}, {'gene': 'ENSG00000275658'}, {'gene': 'ENSG00000275008'}, {'gene': 'ENSG00000274402'}, {'gene': 'ENSG00000283996'}, {'gene': 'ENSG00000277924'}, {'gene': 'ENSG00000284510'}, {'gene': 'ENSG00000276459'}, {'gene': 'ENSG00000284241'}, {'gene': 'ENSG00000273947'}, {'gene': 'ENSG00000274830'}, {'gene': 'ENSG00000274952'}, {'gene': 'ENSG00000284236'}, {'gene': 'ENSG00000283702'}, {'gene': 'ENSG00000276218'}, {'gene': 'ENSG00000278369'}, {'gene': 'ENSG00000274108'}, {'gene': 'ENSG00000278327'}, {'gene': 'ENSG00000277554'}, {'gene': 'ENSG00000243772'}, {'gene': 'ENSG00000273887'}, {'gene': 'ENSG00000275623'}, {'gene': 'ENSG00000283708'}, {'gene': 'ENSG00000284044'}]"
KIR2DL1,3802,24.792892,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1",KIR2DL1,ENSG00000284347,False,"[{'gene': 'ENSG00000284347'}, {'gene': 'ENSG00000274926'}, {'gene': 'ENSG00000276387'}, {'gene': 'ENSG00000278821'}, {'gene': 'ENSG00000275196'}, {'gene': 'ENSG00000284551'}, {'gene': 'ENSG00000274782'}, {'gene': 'ENSG00000278755'}, {'gene': 'ENSG00000277616'}, {'gene': 'ENSG00000276820'}, {'gene': 'ENSG00000125498'}, {'gene': 'ENSG00000284514'}, {'gene': 'ENSG00000275276'}, {'gene': 'ENSG00000276625'}, {'gene': 'ENSG00000284401'}, {'gene': 'ENSG00000278805'}, {'gene': 'ENSG00000278503'}, {'gene': 'ENSG00000284145'}, {'gene': 'ENSG00000284530'}, {'gene': 'ENSG00000283723'}, {'gene': 'ENSG00000284100'}, {'gene': 'ENSG00000277833'}, {'gene': 'ENSG00000277356'}, {'gene': 'ENSG00000273510'}, {'gene': 'ENSG00000275080'}, {'gene': 'ENSG00000274692'}, {'gene': 'ENSG00000278495'}, {'gene': 'ENSG00000278738'}, {'gene': 'ENSG00000275522'}, {'gene': 'ENSG00000275750'}, {'gene': 'ENSG00000276310'}, {'gene': 'ENSG00000278248'}, {'gene': 'ENSG00000278207'}, {'gene': 'ENSG00000273794'}]"
KIR2DL4,3805,23.779297,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4",KIR2DL4,ENSG00000278201,False,"[{'gene': 'ENSG00000278201'}, {'gene': 'ENSG00000284206'}, {'gene': 'ENSG00000274232'}, {'gene': 'ENSG00000278430'}, {'gene': 'ENSG00000283961'}, {'gene': 'ENSG00000284457'}, {'gene': 'ENSG00000275732'}, {'gene': 'ENSG00000284340'}, {'gene': 'ENSG00000283869'}, {'gene': 'ENSG00000274193'}, {'gene': 'ENSG00000278074'}, {'gene': 'ENSG00000283986'}, {'gene': 'ENSG00000284013'}, {'gene': 'ENSG00000277362'}, {'gene': 'ENSG00000276779'}, {'gene': 'ENSG00000275456'}, {'gene': 'ENSG00000284562'}, {'gene': 'ENSG00000273498'}, {'gene': 'ENSG00000274945'}, {'gene': 'ENSG00000189013'}, {'gene': 'ENSG00000273575'}, {'gene': 'ENSG00000275699'}, {'gene': 'ENSG00000277850'}, {'gene': 'ENSG00000274189'}, {'gene': 'ENSG00000284460'}, {'gene': 'ENSG00000278271'}, {'gene': 'ENSG00000275317'}, {'gene': 'ENSG00000277964'}, {'gene': 'ENSG00000275237'}, {'gene': 'ENSG00000276979'}, {'gene': 'ENSG00000284365'}, {'gene': 'ENSG00000284509'}, {'gene': 'ENSG00000277750'}, {'gene': 'ENSG00000277355'}, {'gene': 'ENSG00000278606'}, {'gene': 'ENSG00000274609'}, {'gene': 'ENSG00000277540'}, {'gene': 'ENSG00000277076'}, {'gene': 'ENSG00000274955'}, {'gene': 'ENSG00000276044'}, {'gene': 'ENSG00000275848'}]"
KIR3DL1,3811,24.047647,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1",KIR3DL1,ENSG00000274948,False,"[{'gene': 'ENSG00000274948'}, {'gene': 'ENSG00000273775'}, {'gene': 'ENSG00000283731'}, {'gene': 'ENSG00000284093'}, {'gene': 'ENSG00000274036'}, {'gene': 'ENSG00000274920'}, {'gene': 'ENSG00000284426'}, {'gene': 'ENSG00000276329'}, {'gene': 'ENSG00000275717'}, {'gene': 'ENSG00000276423'}, {'gene': 'ENSG00000284177'}, {'gene': 'ENSG00000284589'}, {'gene': 'ENSG00000284342'}, {'gene': 'ENSG00000275659'}, {'gene': 'ENSG00000276379'}, {'gene': 'ENSG00000275786'}, {'gene': 'ENSG00000275486'}, {'gene': 'ENSG00000283827'}, {'gene': 'ENSG00000278079'}, {'gene': 'ENSG00000277175'}, {'gene': 'ENSG00000278856'}, {'gene': 'ENSG00000276501'}, {'gene': 'ENSG00000273518'}, {'gene': 'ENSG00000275545'}, {'gene': 'ENSG00000278368'}, {'gene': 'ENSG00000167633'}, {'gene': 'ENSG00000277272'}, {'gene': 'ENSG00000274146'}, {'gene': 'ENSG00000278427'}, {'gene': 'ENSG00000283954'}, {'gene': 'ENSG00000283729'}, {'gene': 'ENSG00000275288'}]"
KIR3DL2,3812,24.047647,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2",KIR3DL2,ENSG00000284192,False,"[{'gene': 'ENSG00000284192'}, {'gene': 'ENSG00000277709'}, {'gene': 'ENSG00000278474'}, {'gene': 'ENSG00000278809'}, {'gene': 'ENSG00000276424'}, {'gene': 'ENSG00000275629'}, {'gene': 'ENSG00000275566'}, {'gene': 'ENSG00000275416'}, {'gene': 'ENSG00000273911'}, {'gene': 'ENSG00000278403'}, {'gene': 'ENSG00000278726'}, {'gene': 'ENSG00000278758'}, {'gene': 'ENSG00000276357'}, {'gene': 'ENSG00000277181'}, {'gene': 'ENSG00000284466'}, {'gene': 'ENSG00000275838'}, {'gene': 'ENSG00000275511'}, {'gene': 'ENSG00000284528'}, {'gene': 'ENSG00000278707'}, {'gene': 'ENSG00000278710'}, {'gene': 'ENSG00000278442'}, {'gene': 'ENSG00000275083'}, {'gene': 'ENSG00000276739'}, {'gene': 'ENSG00000275262'}, {'gene': 'ENSG00000275626'}, {'gene': 'ENSG00000274722'}, {'gene': 'ENSG00000276004'}, {'gene': 'ENSG00000288389'}, {'gene': 'ENSG00000284213'}, {'gene': 'ENSG00000278850'}, {'gene': 'ENSG00000278656'}, {'gene': 'ENSG00000240403'}, {'gene': 'ENSG00000273735'}, {'gene': 'ENSG00000277982'}, {'gene': 'ENSG00000284295'}, {'gene': 'ENSG00000278361'}, {'gene': 'ENSG00000276882'}]"
FCAR,2204,20.048965,Fc alpha receptor,FCAR,ENSG00000275136,False,"[{'gene': 'ENSG00000275136'}, {'gene': 'ENSG00000284061'}, {'gene': 'ENSG00000283750'}, {'gene': 'ENSG00000275970'}, {'gene': 'ENSG00000275269'}, {'gene': 'ENSG00000278415'}, {'gene': 'ENSG00000276858'}, {'gene': 'ENSG00000186431'}, {'gene': 'ENSG00000274580'}, {'gene': 'ENSG00000273738'}, {'gene': 'ENSG00000276985'}, {'gene': 'ENSG00000275564'}]"
AC245128.3,None,None,None,None,None,True,None
NCR1,9437,19.646772,natural cytotoxicity triggering receptor 1,NCR1,ENSG00000275521,False,"[{'gene': 'ENSG00000275521'}, {'gene': 'ENSG00000273916'}, {'gene': 'ENSG00000277442'}, {'gene': 'ENSG00000273506'}, {'gene': 'ENSG00000276450'}, {'gene': 'ENSG00000277824'}, {'gene': 'ENSG00000278362'}, {'gene': 'ENSG00000278025'}, {'gene': 'ENSG00000275637'}, {'gene': 'ENSG00000275822'}, {'gene': 'ENSG00000274053'}, {'gene': 'ENSG00000277629'}, {'gene': 'ENSG00000189430'}, {'gene': 'ENSG00000275156'}, {'gene': 'ENSG00000273535'}, {'gene': 'ENSG00000277334'}]"
NLRP7,199713,21.030767,NLR family pyrin domain containing 7,NLRP7,ENSG00000277776,False,"[{'gene': 'ENSG00000277776'}, {'gene': 'ENSG00000277071'}, {'gene': 'ENSG00000277179'}, {'gene': 'ENSG00000274571'}, {'gene': 'ENSG00000278173'}, {'gene': 'ENSG00000277786'}, {'gene': 'ENSG00000167634'}, {'gene': 'ENSG00000275483'}, {'gene': 'ENSG00000276804'}, {'gene': 'ENSG00000274174'}]"
NLRP2,55655,19.879642,NLR family pyrin domain containing 2,NLRP2,ENSG00000275796,False,"[{'gene': 'ENSG00000275796'}, {'gene': 'ENSG00000278682'}, {'gene': 'ENSG00000275082'}, {'gene': 'ENSG00000277060'}, {'gene': 'ENSG00000274638'}, {'gene': 'ENSG00000022556'}, {'gene': 'ENSG00000275843'}, {'gene': 'ENSG00000275399'}, {'gene': 'ENSG00000273992'}, {'gene': 'ENSG00000278789'}]"
AC011476.3,None,None,None,None,None,True,None
GP6,51206,19.3143,glycoprotein VI platelet,GP6,ENSG00000276065,False,"[{'gene': 'ENSG00000276065'}, {'gene': 'ENSG00000274050'}, {'gene': 'ENSG00000275931'}, {'gene': 'ENSG00000277439'}, {'gene': 'ENSG00000278316'}, {'gene': 'ENSG00000278670'}, {'gene': 'ENSG00000275633'}, {'gene': 'ENSG00000088053'}, {'gene': 'ENSG00000276211'}, {'gene': 'ENSG00000274566'}]"
RDH13,112724,18.625435,retinol dehydrogenase 13,RDH13,ENSG00000276826,False,"[{'gene': 'ENSG00000276826'}, {'gene': 'ENSG00000275474'}, {'gene': 'ENSG00000273944'}, {'gene': 'ENSG00000278149'}, {'gene': 'ENSG00000274418'}, {'gene': 'ENSG00000276684'}, {'gene': 'ENSG00000160439'}, {'gene': 'ENSG00000274504'}, {'gene': 'ENSG00000276341'}, {'gene': 'ENSG00000278284'}]"
EPS8L1,54869,18.817448,EPS8 signaling adaptor L1,EPS8L1,ENSG00000131037,False,None
PPP1R12C,54776,17.996603,protein phosphatase 1 regulatory subunit 12C,PPP1R12C,ENSG00000125503,False,None
TNNT1,7138,17.85512,"troponin T1, slow skeletal type",TNNT1,ENSG00000105048,False,None
TNNI3,7137,18.687279,"troponin I3, cardiac type",TNNI3,ENSG00000129991,False,None
AC010327.1,None,None,None,None,None,True,None
DNAAF3,352909,18.51614,dynein axonemal assembly factor 3,DNAAF3,ENSG00000167646,False,None
AC010327.3,None,None,None,None,None,True,None
SYT5,6861,18.87145,synaptotagmin 5,SYT5,ENSG00000129990,False,None
PTPRH,5794,18.649843,protein tyrosine phosphatase receptor type H,PTPRH,ENSG00000080031,False,None
AC010327.4,None,None,None,None,None,True,None
TMEM86B,255043,18.05071,transmembrane protein 86B,TMEM86B,ENSG00000180089,False,None
PPP6R1,22870,18.792763,protein phosphatase 6 regulatory subunit 1,PPP6R1,ENSG00000105063,False,None
HSPBP1,23640,17.86014,HSPA (Hsp70) binding protein 1,HSPBP1,ENSG00000133265,False,None
BRSK1,84446,18.768375,BR serine/threonine kinase 1,BRSK1,ENSG00000160469,False,None
AC020922.2,None,None,None,None,None,True,None
TMEM150B,284417,18.152702,transmembrane protein 150B,TMEM150B,ENSG00000180061,False,None
AC020922.4,None,None,None,None,None,True,None
KMT5C,84787,18.039131,lysine methyltransferase 5C,KMT5C,ENSG00000133247,False,None
COX6B2,125965,21.031033,cytochrome c oxidase subunit 6B2,COX6B2,ENSG00000160471,False,None
AC020922.1,None,None,None,None,None,True,None
FAM71E2,None,None,None,None,None,True,None
IL11,3589,18.64571,interleukin 11,IL11,ENSG00000095752,False,None
TMEM190,147744,19.105621,transmembrane protein 190,TMEM190,ENSG00000160472,False,None
AC020922.3,None,None,None,None,None,True,None
TMEM238,388564,18.540731,transmembrane protein 238,TMEM238,ENSG00000233493,False,None
RPL28,6158,17.163204,ribosomal protein L28,RPL28,ENSG00000108107,False,None
UBE2S,27338,17.85784,ubiquitin conjugating enzyme E2 S,UBE2S,ENSG00000108106,False,None
SHISA7,729956,18.719025,shisa family member 7,SHISA7,ENSG00000187902,False,None
ISOC2,79763,17.984295,isochorismatase domain containing 2,ISOC2,ENSG00000063241,False,None
C19orf85,111064650,21.808115,chromosome 19 open reading frame 85,C19orf85,ENSG00000283567,False,None
AC008735.3,None,None,None,None,None,True,None
ZNF628,89887,18.05155,zinc finger protein 628,ZNF628,ENSG00000197483,False,None
NAT14,57106,18.044882,N-acetyltransferase 14 (putative),NAT14,ENSG00000090971,False,None
SSC5D,284297,19.072273,scavenger receptor cysteine rich family member with 5 domains,SSC5D,ENSG00000179954,False,None
SBK2,646643,18.876686,SH3 domain binding kinase family member 2,SBK2,ENSG00000187550,False,None
SBK3,100130827,18.113487,SH3 domain binding kinase family member 3,SBK3,ENSG00000231274,False,None
ZNF579,163033,19.273348,zinc finger protein 579,ZNF579,ENSG00000218891,False,None
FIZ1,84922,19.028404,FLT3 interacting zinc finger 1,FIZ1,ENSG00000179943,False,None
ZNF524,147807,19.08145,zinc finger protein 524,ZNF524,ENSG00000171443,False,None
ZNF865,100507290,18.353874,zinc finger protein 865,ZNF865,ENSG00000261221,False,None
AC008735.4,None,None,None,None,None,True,None
ZNF784,147808,19.151937,zinc finger protein 784,ZNF784,ENSG00000179922,False,None
ZNF580,51157,19.617891,zinc finger protein 580,ZNF580,ENSG00000213015,False,None
ZNF581,51545,19.296843,zinc finger protein 581,ZNF581,ENSG00000171425,False,None
CCDC106,29903,18.735384,coiled-coil domain containing 106,CCDC106,ENSG00000173581,False,None
U2AF2,11338,18.574543,U2 small nuclear RNA auxiliary factor 2,U2AF2,ENSG00000063244,False,None
AC008735.2,None,None,None,None,None,True,None
EPN1,29924,18.609081,epsin 1,EPN1,ENSG00000063245,False,None
AC010525.1,None,None,None,None,None,True,None
NLRP9,338321,19.655699,NLR family pyrin domain containing 9,NLRP9,ENSG00000185792,False,None
RFPL4A,342931,21.163027,ret finger protein like 4A,RFPL4A,ENSG00000223638,False,None
RFPL4AL1,729974,25.752413,ret finger protein like 4A like 1,RFPL4AL1,ENSG00000229292,False,None
NLRP11,204801,21.282743,NLR family pyrin domain containing 11,NLRP11,ENSG00000179873,False,None
NLRP4,147945,20.401365,NLR family pyrin domain containing 4,NLRP4,ENSG00000160505,False,None
NLRP13,126204,20.040136,NLR family pyrin domain containing 13,NLRP13,ENSG00000173572,False,None
NLRP8,126205,19.982521,NLR family pyrin domain containing 8,NLRP8,ENSG00000179709,False,None
NLRP5,126206,19.407618,NLR family pyrin domain containing 5,NLRP5,ENSG00000171487,False,None
LINC01864,101928886,27.063152,long intergenic non-protein coding RNA 1864,LINC01864,ENSG00000267522,False,None
ZNF787,126208,19.225445,zinc finger protein 787,ZNF787,ENSG00000142409,False,None
ZNF444,55311,19.292702,zinc finger protein 444,ZNF444,ENSG00000167685,False,None
GALP,85569,19.690119,galanin like peptide,GALP,ENSG00000197487,False,None
ZSCAN5B,342933,21.11819,zinc finger and SCAN domain containing 5B,ZSCAN5B,ENSG00000197213,False,None
ZSCAN5C,649137,24.047356,zinc finger and SCAN domain containing 5C,ZSCAN5C,ENSG00000204532,False,None
ZSCAN5A,79149,24.202486,zinc finger and SCAN domain containing 5A,ZSCAN5A,ENSG00000131848,False,None
EDDM13,100506374,19.972672,epididymal protein 13,EDDM13,ENSG00000267710,False,None
AC006116.8,None,None,None,None,None,True,None
AC006116.9,None,None,None,None,None,True,None
ZNF582,147948,19.532951,zinc finger protein 582,ZNF582,ENSG00000018869,False,None
AC006116.4,None,None,None,None,None,True,None
ZNF582-AS1,None,None,None,None,None,True,None
ZNF583,147949,19.483719,zinc finger protein 583,ZNF583,ENSG00000198440,False,None
ZNF667,63934,19.24257,zinc finger protein 667,ZNF667,ENSG00000198046,False,None
ZNF667-AS1,100128252,27.059961,ZNF667 antisense RNA 1 (head to head),ZNF667-AS1,ENSG00000166770,False,None
ZNF471,57573,20.330446,zinc finger protein 471,ZNF471,ENSG00000196263,False,None
AC005498.1,None,None,None,None,None,True,None
AC005498.2,None,None,None,None,None,True,None
ZFP28,140612,19.820456,ZFP28 zinc finger protein,ZFP28,ENSG00000196867,False,None
AC005498.3,None,None,None,None,None,True,None
ZNF470,388566,20.007156,zinc finger protein 470,ZNF470,ENSG00000197016,False,None
