query,_id,_score,name,symbol,ensembl.gene,entrezgene,notfound,ensembl
SUPT16H,11198,17.803091,"SPT16 homolog, facilitates chromatin remodeling subunit",SUPT16H,ENSG00000092201,11198,,
AL135744.1,,,,,,,True,
CHD8,57680,17.888071,chromodomain helicase DNA binding protein 8,CHD8,ENSG00000100888,57680,,
RAB2B,84932,18.715124,"RAB2B, member RAS oncogene family",RAB2B,ENSG00000129472,84932,,
TOX4,9878,18.664917,TOX high mobility group box family member 4,TOX4,ENSG00000092203,9878,,
METTL3,56339,16.86736,"methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit",METTL3,ENSG00000165819,56339,,
SALL2,6297,18.045263,spalt like transcription factor 2,SALL2,ENSG00000165821,6297,,
AL161747.2,,,,,,,True,
OR10G3,26533,22.115292,olfactory receptor family 10 subfamily G member 3,OR10G3,ENSG00000169208,26533,,
TRAV1-1,28693,23.656973,T cell receptor alpha variable 1-1,TRAV1-1,ENSG00000255569,28693,,
OR10G2,26534,23.906641,olfactory receptor family 10 subfamily G member 2,OR10G2,ENSG00000255582,26534,,
TRAV1-2,28692,24.20278,T cell receptor alpha variable 1-2,TRAV1-2,ENSG00000256553,28692,,
OR4E2,26686,22.074238,olfactory receptor family 4 subfamily E member 2,OR4E2,ENSG00000221977,26686,,
OR4E1,26687,22.554985,olfactory receptor family 4 subfamily E member 1,OR4E1,ENSG00000276240,26687,,
TRAV2,28691,22.795034,T cell receptor alpha variable 2,TRAV2,ENSG00000211776,28691,,
AC243972.1,,,,,,,True,
TRAV3,28690,22.34409,T cell receptor alpha variable 3,TRAV3,ENSG00000211777,28690,,
TRAV4,28689,22.614588,T cell receptor alpha variable 4,TRAV4,ENSG00000211778,28689,,
TRAV5,28688,24.374489,T cell receptor alpha variable 5,TRAV5,ENSG00000211779,28688,,
TRAV6,6956,23.546652,T cell receptor alpha variable 6,TRAV6,ENSG00000211780,6956,,
TRAV7,28686,25.749384,T cell receptor alpha variable 7,TRAV7,ENSG00000211781,28686,,
TRAV8-1,28685,25.749384,T cell receptor alpha variable 8-1,TRAV8-1,ENSG00000211782,28685,,
TRAV9-1,28678,23.00673,T cell receptor alpha variable 9-1,TRAV9-1,ENSG00000211783,28678,,
TRAV10,28676,22.202642,T cell receptor alpha variable 10,TRAV10,ENSG00000211784,28676,,
TRAV11,28693,25.047367,T cell receptor alpha variable 1-1,TRAV1-1,ENSG00000255569,28693,,
TRAV11,28675,8.47472,T cell receptor alpha variable 11 (pseudogene),TRAV11,ENSG00000256474,28675,,
TRAV12-1,28674,24.202356,T cell receptor alpha variable 12-1,TRAV12-1,ENSG00000211785,28674,,
TRAV8-2,28684,25.749779,T cell receptor alpha variable 8-2,TRAV8-2,ENSG00000211786,28684,,
TRAV8-3,28683,24.202044,T cell receptor alpha variable 8-3,TRAV8-3,ENSG00000211787,28683,,
TRAV13-1,28671,24.375181,T cell receptor alpha variable 13-1,TRAV13-1,ENSG00000211788,28671,,
TRAV12-2,28673,23.906641,T cell receptor alpha variable 12-2,TRAV12-2,ENSG00000211789,28673,,
TRAV8-4,28682,26.268175,T cell receptor alpha variable 8-4,TRAV8-4,ENSG00000211790,28682,,
TRAV8-5,ENSG00000256379,8.473605,T cell receptor alpha variable 8-5 (pseudogene),TRAV8-5,ENSG00000256379,,,
TRAV8-5,28681,8.473605,T cell receptor alpha variable 8-5 (pseudogene),TRAV8-5,,28681,,
TRAV13-2,28670,25.36287,T cell receptor alpha variable 13-2,TRAV13-2,ENSG00000211791,28670,,
TRAV14DV4,28669,23.905905,T cell receptor alpha variable 14/delta variable 4,TRAV14DV4,ENSG00000211792,28669,,
TRAV9-2,28677,23.443678,T cell receptor alpha variable 9-2,TRAV9-2,ENSG00000211793,28677,,
TRAV15,ENSG00000258482,8.474761,T cell receptor alpha variable 15 (pseudogene),TRAV15,ENSG00000258482,,,
TRAV15,28668,8.474761,T cell receptor alpha variable 15 (pseudogene),TRAV15,,28668,,
TRAV12-3,28672,23.656973,T cell receptor alpha variable 12-3,TRAV12-3,ENSG00000211794,28672,,
TRAV8-6,28680,23.906218,T cell receptor alpha variable 8-6,TRAV8-6,ENSG00000211795,28680,,
TRAV16,28667,22.866026,T cell receptor alpha variable 16,TRAV16,ENSG00000211796,28667,,
TRAV17,28666,22.50181,T cell receptor alpha variable 17,TRAV17,ENSG00000211797,28666,,
TRAV18,28665,24.049543,T cell receptor alpha variable 18,TRAV18,ENSG00000211798,28665,,
TRAV19,28664,23.543463,T cell receptor alpha variable 19,TRAV19,ENSG00000211799,28664,,
TRAV20,28663,22.612001,T cell receptor alpha variable 20,TRAV20,ENSG00000211800,28663,,
TRAV21,28662,22.44577,T cell receptor alpha variable 21,TRAV21,ENSG00000211801,28662,,
TRAV22,28661,24.375181,T cell receptor alpha variable 22,TRAV22,ENSG00000211802,28661,,
TRAV23DV6,28660,24.04377,T cell receptor alpha variable 23/delta variable 6,TRAV23DV6,ENSG00000211803,28660,,
TRDV1,28518,23.77671,T cell receptor delta variable 1,TRDV1,ENSG00000211804,28518,,
TRAV24,28659,23.77671,T cell receptor alpha variable 24,TRAV24,ENSG00000211805,28659,,
TRAV25,28658,26.268175,T cell receptor alpha variable 25,TRAV25,ENSG00000211806,28658,,
TRAV26-1,28657,24.568892,T cell receptor alpha variable 26-1,TRAV26-1,ENSG00000211807,28657,,
TRAV8-7,ENSG00000211808,8.180594,T cell receptor alpha variable 8-7 (pseudogene),TRAV8-7,ENSG00000211808,,,
TRAV8-7,28679,8.180594,T cell receptor alpha variable 8-7 (pseudogene),TRAV8-7,,28679,,
TRAV27,28655,25.048798,T cell receptor alpha variable 27,TRAV27,ENSG00000211809,28655,,
TRAV28,28654,8.474855,T cell receptor alpha variable 28 (pseudogene),TRAV28,ENSG00000258835,28654,,
TRAV29DV5,28653,22.446035,T cell receptor alpha variable 29/delta variable 5,TRAV29DV5,ENSG00000211810,28653,,
TRAV30,28652,23.906218,T cell receptor alpha variable 30,TRAV30,ENSG00000259092,28652,,
TRAV31,28651,8.47472,T cell receptor alpha variable 31 (pseudogene),TRAV31,ENSG00000249048,28651,,
TRAV32,28650,8.474855,T cell receptor alpha variable 32 (pseudogene),TRAV32,ENSG00000258905,28650,,
TRAV33,28649,8.474855,T cell receptor alpha variable 33 (pseudogene),TRAV33,ENSG00000258812,28649,,
TRAV26-2,28656,23.25586,T cell receptor alpha variable 26-2,TRAV26-2,ENSG00000211812,28656,,
TRAV34,28648,22.674213,T cell receptor alpha variable 34,TRAV34,ENSG00000211813,28648,,
TRAV35,28647,26.268175,T cell receptor alpha variable 35,TRAV35,ENSG00000211814,28647,,
TRAV36DV7,28646,22.498781,T cell receptor alpha variable 36/delta variable 7,TRAV36DV7,ENSG00000211815,28646,,
TRAV37,ENSG00000259068,8.475468,T cell receptor alpha variable 37 (pseudogene),TRAV37,ENSG00000259068,,,
TRAV37,28645,8.475468,T cell receptor alpha variable 37 (pseudogene),TRAV37,,28645,,
TRAV38-1,28644,25.04924,T cell receptor alpha variable 38-1,TRAV38-1,ENSG00000211816,28644,,
TRAV38-2DV8,28643,24.202356,T cell receptor alpha variable 38-2/delta variable 8,TRAV38-2DV8,ENSG00000211817,28643,,
TRAV39,28642,24.374756,T cell receptor alpha variable 39,TRAV39,ENSG00000211818,28642,,
TRAV40,28641,24.565306,T cell receptor alpha variable 40,TRAV40,ENSG00000211819,28641,,
TRAV41,28640,22.865187,T cell receptor alpha variable 41,TRAV41,ENSG00000211820,28640,,
AC244502.3,,,,,,,True,
TRDV2,28517,23.547052,T cell receptor delta variable 2,TRDV2,ENSG00000211821,28517,,
TRDD1,28525,25.750221,T cell receptor delta diversity 1,TRDD1,ENSG00000223997,28525,,
TRDD2,28524,24.787115,T cell receptor delta diversity 2,TRDD2,ENSG00000237235,28524,,
TRDD3,28523,27.063152,T cell receptor delta diversity 3,TRDD3,ENSG00000228985,28523,,
TRDJ1,28522,24.569185,T cell receptor delta joining 1,TRDJ1,ENSG00000211825,28522,,
TRDJ4,28519,27.065735,T cell receptor delta joining 4,TRDJ4,ENSG00000211826,28519,,
TRDJ2,28521,24.565306,T cell receptor delta joining 2,TRDJ2,ENSG00000211827,28521,,
TRDJ3,28520,26.271631,T cell receptor delta joining 3,TRDJ3,ENSG00000211828,28520,,
TRDC,ENSG00000211829,22.611557,T cell receptor delta constant,TRDC,ENSG00000211829,,,
TRDC,28526,22.611557,T cell receptor delta constant,TRDC,,28526,,
TRDV3,28516,22.116425,T cell receptor delta variable 3,TRDV3,ENSG00000256590,28516,,
TRAJ61,28694,26.27205,T cell receptor alpha joining 61 (non-functional),TRAJ61,ENSG00000211831,28694,,
TRAJ60,28695,8.3063965,T cell receptor alpha joining 60 (pseudogene),TRAJ60,ENSG00000249446,28695,,
TRAJ59,28696,25.051828,T cell receptor alpha joining 59 (non-functional),TRAJ59,ENSG00000211832,28696,,
TRAJ58,28697,24.792892,T cell receptor alpha joining 58 (non-functional),TRAJ58,ENSG00000211833,28697,,
TRAJ57,28698,25.048798,T cell receptor alpha joining 57,TRAJ57,ENSG00000211834,28698,,
TRAJ56,28699,24.790258,T cell receptor alpha joining 56,TRAJ56,ENSG00000211835,28699,,
TRAJ55,28700,8.306482,T cell receptor alpha joining 55 (pseudogene),TRAJ55,ENSG00000250688,28700,,
TRAJ54,28701,25.749828,T cell receptor alpha joining 54,TRAJ54,ENSG00000211836,28701,,
TRAJ53,28702,24.7907,T cell receptor alpha joining 53,TRAJ53,ENSG00000211837,28702,,
TRAJ52,28703,24.787115,T cell receptor alpha joining 52,TRAJ52,ENSG00000211838,28703,,
TRAJ51,28704,8.180594,T cell receptor alpha joining 51 (pseudogene),TRAJ51,ENSG00000248366,28704,,
TRAJ50,28705,25.046051,T cell receptor alpha joining 50,TRAJ50,ENSG00000211839,28705,,
TRAJ49,28706,24.787115,T cell receptor alpha joining 49,TRAJ49,ENSG00000211840,28706,,
TRAJ48,28707,24.790306,T cell receptor alpha joining 48,TRAJ48,ENSG00000211841,28707,,
TRAJ47,28708,24.568762,T cell receptor alpha joining 47,TRAJ47,ENSG00000211842,28708,,
TRAJ46,28709,24.568497,T cell receptor alpha joining 46,TRAJ46,ENSG00000211843,28709,,
TRAJ45,28710,25.049637,T cell receptor alpha joining 45,TRAJ45,ENSG00000211844,28710,,
TRAJ44,28711,24.568762,T cell receptor alpha joining 44,TRAJ44,ENSG00000211845,28711,,
TRAJ43,28712,24.568497,T cell receptor alpha joining 43,TRAJ43,ENSG00000211846,28712,,
TRAJ42,28713,24.374489,T cell receptor alpha joining 42,TRAJ42,ENSG00000211847,28713,,
TRAJ41,28714,24.375181,T cell receptor alpha joining 41,TRAJ41,ENSG00000211848,28714,,
TRAJ40,28715,24.7907,T cell receptor alpha joining 40,TRAJ40,ENSG00000211849,28715,,
TRAJ39,28716,24.374048,T cell receptor alpha joining 39,TRAJ39,ENSG00000211850,28716,,
TRAJ38,28717,24.789862,T cell receptor alpha joining 38,TRAJ38,ENSG00000211851,28717,,
TRAJ37,28718,24.568762,T cell receptor alpha joining 37,TRAJ37,ENSG00000278661,28718,,
TRAJ36,28719,25.752413,T cell receptor alpha joining 36,TRAJ36,ENSG00000276699,28719,,
TRAJ35,28720,25.051828,T cell receptor alpha joining 35 (non-functional),TRAJ35,ENSG00000211854,28720,,
TRAJ34,28721,24.790571,T cell receptor alpha joining 34,TRAJ34,ENSG00000211855,28721,,
TRAJ33,28722,24.789862,T cell receptor alpha joining 33,TRAJ33,ENSG00000211856,28722,,
TRAJ32,28723,25.046051,T cell receptor alpha joining 32,TRAJ32,ENSG00000211857,28723,,
TRAJ31,28724,24.787115,T cell receptor alpha joining 31,TRAJ31,ENSG00000211858,28724,,
TRAJ30,28725,24.790258,T cell receptor alpha joining 30,TRAJ30,ENSG00000211859,28725,,
TRAJ29,28726,25.049637,T cell receptor alpha joining 29,TRAJ29,ENSG00000211860,28726,,
TRAJ28,28727,24.375181,T cell receptor alpha joining 28,TRAJ28,ENSG00000211861,28727,,
TRAJ27,28728,24.790995,T cell receptor alpha joining 27,TRAJ27,ENSG00000211862,28728,,
TRAJ26,28729,24.568056,T cell receptor alpha joining 26,TRAJ26,ENSG00000211863,28729,,
TRAJ25,28730,24.7907,T cell receptor alpha joining 25 (non-functional),TRAJ25,ENSG00000211864,28730,,
TRAJ24,28731,24.787115,T cell receptor alpha joining 24,TRAJ24,ENSG00000211865,28731,,
TRAJ23,28732,24.565306,T cell receptor alpha joining 23,TRAJ23,ENSG00000211866,28732,,
TRAJ22,28733,24.571083,T cell receptor alpha joining 22,TRAJ22,ENSG00000211867,28733,,
TRAJ21,28734,24.568762,T cell receptor alpha joining 21,TRAJ21,ENSG00000211868,28734,,
TRAJ20,28735,25.049507,T cell receptor alpha joining 20,TRAJ20,ENSG00000211869,28735,,
TRAJ19,28736,24.790258,T cell receptor alpha joining 19 (non-functional),TRAJ19,ENSG00000211870,28736,,
TRAJ18,28737,23.779297,T cell receptor alpha joining 18,TRAJ18,ENSG00000211871,28737,,
TRAJ17,28738,24.568892,T cell receptor alpha joining 17,TRAJ17,ENSG00000211872,28738,,
TRAJ16,28739,24.790306,T cell receptor alpha joining 16,TRAJ16,ENSG00000211873,28739,,
TRAJ14,28741,25.749828,T cell receptor alpha joining 14,TRAJ14,ENSG00000211875,28741,,
TRAJ13,28742,24.790306,T cell receptor alpha joining 13,TRAJ13,ENSG00000211876,28742,,
TRAJ12,28743,24.789862,T cell receptor alpha joining 12,TRAJ12,ENSG00000211877,28743,,
TRAJ11,28744,24.568056,T cell receptor alpha joining 11,TRAJ11,ENSG00000211878,28744,,
TRAJ10,28745,25.750093,T cell receptor alpha joining 10,TRAJ10,ENSG00000211879,28745,,
TRAJ9,28746,25.049929,T cell receptor alpha joining 9,TRAJ9,ENSG00000211880,28746,,
TRAJ8,28747,25.749384,T cell receptor alpha joining 8,TRAJ8,ENSG00000211881,28747,,
TRAJ7,28748,24.787115,T cell receptor alpha joining 7,TRAJ7,ENSG00000211882,28748,,
TRAJ6,28749,24.571083,T cell receptor alpha joining 6,TRAJ6,ENSG00000211883,28749,,
TRAJ5,28750,24.568497,T cell receptor alpha joining 5,TRAJ5,ENSG00000211884,28750,,
TRAJ4,28751,24.568892,T cell receptor alpha joining 4,TRAJ4,ENSG00000211885,28751,,
TRAJ3,28752,24.568892,T cell receptor alpha joining 3,TRAJ3,ENSG00000211886,28752,,
TRAJ2,28753,24.377079,T cell receptor alpha joining 2 (non-functional),TRAJ2,ENSG00000211887,28753,,
TRAJ1,28754,25.750515,T cell receptor alpha joining 1 (non-functional),TRAJ1,ENSG00000211888,28754,,
TRAC,9612,22.67047,nuclear receptor corepressor 2,NCOR2,ENSG00000196498,9612,,
TRAC,28755,20.381624,T cell receptor alpha constant,TRAC,ENSG00000277734,28755,,
LINC02332,105370400,27.06384,long intergenic non-protein coding RNA 2332,LINC02332,ENSG00000259054,105370400,,
AC243965.1,,,,,,,True,
DAD1,1603,17.524773,defender against cell death 1,DAD1,ENSG00000129562,1603,,
AC243965.2,,,,,,,True,
ABHD4,63874,17.984735,"abhydrolase domain containing 4, N-acyl phospholipase B",ABHD4,ENSG00000100439,63874,,
OR6J1,79549,23.656973,olfactory receptor family 6 subfamily J member 1,OR6J1,ENSG00000255804,79549,,
OXA1L,5018,17.811825,OXA1L mitochondrial inner membrane protein,OXA1L,ENSG00000155463,5018,,
SLC7A7,9056,17.955173,solute carrier family 7 member 7,SLC7A7,ENSG00000155465,9056,,
MRPL52,122704,17.829657,mitochondrial ribosomal protein L52,MRPL52,ENSG00000172590,122704,,
MMP14,4323,18.6479,matrix metallopeptidase 14,MMP14,ENSG00000157227,4323,,
LRP10,4038,21.400827,LDL receptor related protein 4,LRP4,ENSG00000134569,4038,,
LRP10,26020,17.975548,LDL receptor related protein 10,LRP10,ENSG00000197324,26020,,
REM2,161253,17.973225,RRAD and GEM like GTPase 2,REM2,ENSG00000139890,161253,,
RBM23,55147,18.885021,RNA binding motif protein 23,RBM23,ENSG00000100461,55147,,
PRMT5-AS1,ENSG00000237054,26.271759,PRMT5 antisense RNA 1,PRMT5-AS1,ENSG00000237054,,,
PRMT5-AS1,100505758,26.271759,PRMT5 antisense RNA 1,PRMT5-AS1,,100505758,,
PRMT5,10419,17.744322,protein arginine methyltransferase 5,PRMT5,ENSG00000100462,10419,,
AL132780.1,,,,,,,True,
HAUS4,54930,17.967796,HAUS augmin like complex subunit 4,HAUS4,ENSG00000092036,54930,,
AL132780.3,,,,,,,True,
AJUBA,84962,18.186396,ajuba LIM protein,AJUBA,ENSG00000129474,84962,,
AL132780.2,,,,,,,True,
C14orf93,60686,22.554585,chromosome 14 open reading frame 93,C14orf93,ENSG00000100802,60686,,
PSMB5,5693,17.884607,proteasome 20S subunit beta 5,PSMB5,ENSG00000100804,5693,,
PSMB11,122706,18.609922,proteasome subunit beta 11,PSMB11,ENSG00000222028,122706,,
CDH24,1016,20.54336,cadherin 18,CDH18,ENSG00000145526,1016,,
CDH24,64403,18.686146,cadherin 24,CDH24,ENSG00000139880,64403,,
ACIN1,22985,18.638874,apoptotic chromatin condensation inducer 1,ACIN1,ENSG00000100813,22985,,
C14orf119,55017,22.159485,chromosome 14 open reading frame 119,C14orf119,ENSG00000179933,55017,,
LMLN2,100128908,17.712406,ciliated left-right organizer metallopeptidase,CIROP,ENSG00000283654,100128908,,
CEBPE,1053,18.772856,CCAAT enhancer binding protein epsilon,CEBPE,ENSG00000092067,1053,,
SLC7A8,23428,18.724222,solute carrier family 7 member 8,SLC7A8,ENSG00000092068,23428,,
RNF212B,100507650,18.375969,ring finger protein 212B,RNF212B,ENSG00000215277,100507650,,
HOMEZ,57594,18.807367,homeobox and leucine zipper encoding,HOMEZ,ENSG00000290292,57594,,
PPP1R3E,90673,18.583612,protein phosphatase 1 regulatory subunit 3E,PPP1R3E,ENSG00000235194,90673,,
BCL2L2,599,20.399174,BCL2 like 2,BCL2L2,ENSG00000129473,599,,
BCL2L2-PABPN1,100529063,27.065735,BCL2L2-PABPN1 readthrough,BCL2L2-PABPN1,ENSG00000258643,100529063,,
PABPN1,8106,18.330935,poly(A) binding protein nuclear 1,PABPN1,ENSG00000100836,8106,,
SLC22A17,51310,17.999142,solute carrier family 22 member 17,SLC22A17,ENSG00000092096,51310,,
EFS,10278,17.064373,embryonal Fyn-associated substrate,EFS,ENSG00000100842,10278,,
AL049829.2,,,,,,,True,
IL25,56005,22.961317,myeloid derived growth factor,MYDGF,ENSG00000074842,56005,,
IL25,64806,19.036795,interleukin 25,IL25,ENSG00000166090,64806,,
CMTM5,116173,18.812666,CKLF like MARVEL transmembrane domain containing 5,CMTM5,ENSG00000166091,116173,,
MYH6,4624,18.895914,myosin heavy chain 6,MYH6,ENSG00000197616,4624,,
MYH7,4625,20.037107,myosin heavy chain 7,MYH7,ENSG00000092054,4625,,
AL132855.1,,,,,,,True,
NGDN,25983,17.890112,neuroguidin,NGDN,ENSG00000129460,25983,,
ZFHX2,85446,18.038738,zinc finger homeobox 2,ZFHX2,ENSG00000136367,85446,,
AL135999.2,,,,,,,True,
THTPA,79178,17.898788,thiamine triphosphatase,THTPA,ENSG00000259431,79178,,
AP1G2,8906,17.972515,adaptor related protein complex 1 subunit gamma 2,AP1G2,ENSG00000213983,8906,,
AL135999.1,,,,,,,True,
JPH4,84502,18.782003,junctophilin 4,JPH4,ENSG00000092051,84502,,
AL135999.3,,,,,,,True,
DHRS2,10202,20.675072,dehydrogenase/reductase 2,DHRS2,ENSG00000100867,10202,,
LINC00596,ENSG00000259334,25.749779,long intergenic non-protein coding RNA 596,LINC00596,ENSG00000259334,,,
LINC00596,ENSG00000285289,25.749779,long intergenic non-protein coding RNA 596,LINC00596,ENSG00000285289,,,
LINC00596,102724845,25.749779,long intergenic non-protein coding RNA 596,LINC00596,,102724845,,
DHRS4-AS1,55449,27.063105,DHRS4 antisense RNA 1,DHRS4-AS1,,55449,,"[{'gene': 'ENSG00000215256'}, {'gene': 'ENSG00000285282'}]"
DHRS4,10901,19.034603,dehydrogenase/reductase 4,DHRS4,,10901,,"[{'gene': 'ENSG00000284807'}, {'gene': 'ENSG00000157326'}]"
DHRS4L2,317749,25.750221,dehydrogenase/reductase 4 like 2,DHRS4L2,,317749,,"[{'gene': 'ENSG00000187630'}, {'gene': 'ENSG00000292270'}]"
CARMIL3,90668,17.993246,capping protein regulator and myosin 1 linker 3,CARMIL3,,90668,,"[{'gene': 'ENSG00000284765'}, {'gene': 'ENSG00000186648'}]"
CPNE6,9362,18.82278,copine 6,CPNE6,,9362,,"[{'gene': 'ENSG00000100884'}, {'gene': 'ENSG00000285221'}]"
NRL,4901,18.045395,neural retina leucine zipper,NRL,,4901,,"[{'gene': 'ENSG00000129535'}, {'gene': 'ENSG00000285493'}]"
PCK2,5106,17.92958,"phosphoenolpyruvate carboxykinase 2, mitochondrial",PCK2,,5106,,"[{'gene': 'ENSG00000285241'}, {'gene': 'ENSG00000100889'}]"
DCAF11,80344,17.80887,DDB1 and CUL4 associated factor 11,DCAF11,,80344,,"[{'gene': 'ENSG00000284796'}, {'gene': 'ENSG00000100897'}]"
AL136295.3,,,,,,,True,
FITM1,161247,18.615202,fat storage inducing transmembrane protein 1,FITM1,,161247,,"[{'gene': 'ENSG00000285321'}, {'gene': 'ENSG00000139914'}]"
PSME1,5720,17.97365,proteasome activator subunit 1,PSME1,,5720,,"[{'gene': 'ENSG00000284916'}, {'gene': 'ENSG00000092010'}]"
EMC9,51016,17.95573,ER membrane protein complex subunit 9,EMC9,,51016,,"[{'gene': 'ENSG00000100908'}, {'gene': 'ENSG00000285377'}]"
AL136295.2,,,,,,,True,
PSME2,5721,17.88738,proteasome activator subunit 2,PSME2,,5721,,"[{'gene': 'ENSG00000284889'}, {'gene': 'ENSG00000100911'}]"
RNF31,55072,18.462683,ring finger protein 31,RNF31,,55072,,"[{'gene': 'ENSG00000285152'}, {'gene': 'ENSG00000092098'}]"
AL136295.5,,,,,,,True,
IRF9,10379,17.990438,interferon regulatory factor 9,IRF9,,10379,,"[{'gene': 'ENSG00000213928'}, {'gene': 'ENSG00000285048'}]"
REC8,9985,18.539892,REC8 meiotic recombination protein,REC8,,9985,,"[{'gene': 'ENSG00000285007'}, {'gene': 'ENSG00000100918'}]"
IPO4,79711,17.889969,importin 4,IPO4,,79711,,"[{'gene': 'ENSG00000285248'}, {'gene': 'ENSG00000196497'}]"
AL136295.4,,,,,,,True,
TM9SF1,10548,17.975897,transmembrane 9 superfamily member 1,TM9SF1,,10548,,"[{'gene': 'ENSG00000285465'}, {'gene': 'ENSG00000100926'}]"
AL136295.1,,,,,,,True,
AL136295.6,,,,,,,True,
TSSK4,83983,22.682873,testis specific serine kinase 6,TSSK6,ENSG00000178093,83983,,
TSSK4,283629,18.788086,testis specific serine kinase 4,TSSK4,,283629,,"[{'gene': 'ENSG00000139908'}, {'gene': 'ENSG00000285140'}]"
CHMP4A,128866,21.910831,charged multivesicular body protein 4B,CHMP4B,ENSG00000101421,128866,,
CHMP4A,29082,19.124693,charged multivesicular body protein 4A,CHMP4A,,29082,,"[{'gene': 'ENSG00000285302'}, {'gene': 'ENSG00000254505'}]"
MDP1,5428,19.623558,"DNA polymerase gamma, catalytic subunit",POLG,ENSG00000140521,5428,,
MDP1,145553,19.148851,magnesium dependent phosphatase 1,MDP1,,145553,,"[{'gene': 'ENSG00000285200'}, {'gene': 'ENSG00000213920'}]"
NEDD8-MDP1,100528064,27.063547,NEDD8-MDP1 readthrough,NEDD8-MDP1,,100528064,,"[{'gene': 'ENSG00000285425'}, {'gene': 'ENSG00000255526'}]"
NEDD8,4738,17.970295,NEDD8 ubiquitin like modifier,NEDD8,,4738,,"[{'gene': 'ENSG00000129559'}, {'gene': 'ENSG00000285246'}]"
GMPR2,51292,17.993185,guanosine monophosphate reductase 2,GMPR2,,51292,,"[{'gene': 'ENSG00000100938'}, {'gene': 'ENSG00000284752'}]"
TINF2,26277,18.008827,TERF1 interacting nuclear factor 2,TINF2,,26277,,"[{'gene': 'ENSG00000284915'}, {'gene': 'ENSG00000092330'}]"
TGM1,7051,18.42097,transglutaminase 1,TGM1,,7051,,"[{'gene': 'ENSG00000285348'}, {'gene': 'ENSG00000092295'}]"
RABGGTA,5875,17.814144,Rab geranylgeranyltransferase subunit alpha,RABGGTA,,5875,,"[{'gene': 'ENSG00000285193'}, {'gene': 'ENSG00000100949'}]"
DHRS1,115817,18.0576,dehydrogenase/reductase 1,DHRS1,,115817,,"[{'gene': 'ENSG00000157379'}, {'gene': 'ENSG00000284868'}]"
NOP9,56413,19.74081,leukotriene B4 receptor 2,LTB4R2,,56413,,"[{'gene': 'ENSG00000285203'}, {'gene': 'ENSG00000213906'}]"
NOP9,161424,18.186708,NOP9 nucleolar protein,NOP9,,161424,,"[{'gene': 'ENSG00000285326'}, {'gene': 'ENSG00000196943'}]"
CIDEB,27141,17.946482,cell death inducing DFFA like effector b,CIDEB,,27141,,"[{'gene': 'ENSG00000136305'}, {'gene': 'ENSG00000285199'}]"
LTB4R2,56413,19.002207,leukotriene B4 receptor 2,LTB4R2,,56413,,"[{'gene': 'ENSG00000285203'}, {'gene': 'ENSG00000213906'}]"
LTB4R,1241,18.09535,leukotriene B4 receptor,LTB4R,,1241,,"[{'gene': 'ENSG00000213903'}, {'gene': 'ENSG00000285456'}]"
ADCY4,196883,18.68654,adenylate cyclase 4,ADCY4,,196883,,"[{'gene': 'ENSG00000129467'}, {'gene': 'ENSG00000284814'}]"
AL096870.1,,,,,,,True,
RIPK3,11035,18.163748,receptor interacting serine/threonine kinase 3,RIPK3,,11035,,"[{'gene': 'ENSG00000285379'}, {'gene': 'ENSG00000129465'}]"
NFATC4,4776,17.97072,nuclear factor of activated T cells 4,NFATC4,,4776,,"[{'gene': 'ENSG00000285485'}, {'gene': 'ENSG00000100968'}]"
NYNRIN,57523,19.180487,NYN domain and retroviral integrase containing,NYNRIN,ENSG00000205978,57523,,
CBLN3,643866,19.034208,cerebellin 3 precursor,CBLN3,ENSG00000139899,643866,,
KHNYN,23351,18.14657,KH and NYN domain containing,KHNYN,ENSG00000100441,23351,,
SDR39U1,56948,17.660141,short chain dehydrogenase/reductase family 39U member 1,SDR39U1,ENSG00000100445,56948,,
AL132800.1,,,,,,,True,
CMA1,1215,20.485266,chymase 1,CMA1,ENSG00000092009,1215,,
CTSG,1511,21.095758,cathepsin G,CTSG,ENSG00000100448,1511,,
AL136018.1,,,,,,,True,
GZMH,2999,21.5847,granzyme H,GZMH,ENSG00000100450,2999,,
GZMB,3002,21.876646,granzyme B,GZMB,ENSG00000100453,3002,,
STXBP6,29091,17.629965,syntaxin binding protein 6,STXBP6,ENSG00000168952,29091,,
LINC02286,105370414,27.065735,long intergenic non-protein coding RNA 2286,LINC02286,ENSG00000258098,105370414,,
LINC02306,ENSG00000257986,26.270922,long intergenic non-protein coding RNA 2306,LINC02306,ENSG00000257986,,,
LINC02306,107984700,26.270922,long intergenic non-protein coding RNA 2306,LINC02306,,107984700,,
NOVA1,4857,17.699383,NOVA alternative splicing regulator 1,NOVA1,ENSG00000139910,4857,,
LINC02588,102725045,25.042597,NOVA1 divergent transcript,NOVA1-DT,ENSG00000257842,102725045,,
LINC02294,101927062,27.063547,long intergenic non-protein coding RNA 2294,LINC02294,ENSG00000257845,101927062,,
LINC02293,102724890,27.063152,long intergenic non-protein coding RNA 2293,LINC02293,ENSG00000257185,102724890,,
AL110292.1,,,,,,,True,
MIR4307HG,101927081,27.059961,MIR4307 host gene,MIR4307HG,ENSG00000257612,101927081,,
LINC00645,100505967,26.270922,long intergenic non-protein coding RNA 645,LINC00645,ENSG00000258548,100505967,,
AL139023.1,,,,,,,True,
