query,_id,_score,name,symbol,ensembl.gene,entrezgene,notfound,ensembl
NAA60,79903,17.637058,"N-alpha-acetyltransferase 60, NatF catalytic subunit",NAA60,ENSG00000122390,79903,False,None
C16orf90,646174,21.77438,chromosome 16 open reading frame 90,C16orf90,ENSG00000215131,646174,False,None
CLUAP1,23059,17.538828,clusterin associated protein 1,CLUAP1,ENSG00000103351,23059,False,None
NLRC3,197358,17.558083,NLR family CARD domain containing 3,NLRC3,ENSG00000167984,197358,False,None
AC004494.1,None,None,None,None,None,None,True,None
AC006111.1,None,None,None,None,None,None,True,None
SLX4,84464,17.567799,SLX4 structure-specific endonuclease subunit,SLX4,ENSG00000188827,84464,False,None
DNASE1,1773,18.08862,deoxyribonuclease 1,DNASE1,ENSG00000213918,1773,False,None
TRAP1,9392,20.614948,transforming growth factor beta receptor associated protein 1,TGFBRAP1,ENSG00000135966,9392,False,None
AC006111.3,None,None,None,None,None,None,True,None
CREBBP,1387,18.162617,CREB binding protein,CREBBP,ENSG00000005339,1387,False,None
ADCY9,115,17.574274,adenylate cyclase 9,ADCY9,ENSG00000162104,115,False,None
AC005736.3,None,None,None,None,None,None,True,None
AC009171.2,None,None,None,None,None,None,True,None
SRL,6345,17.482576,sarcalumenin,SRL,ENSG00000185739,6345,False,None
LINC01569,ENSG00000262468,26.273949,long intergenic non-protein coding RNA 1569,LINC01569,ENSG00000262468,None,False,None
TFAP4,7023,17.611303,transcription factor AP-4,TFAP4,ENSG00000090447,7023,False,None
GLIS2,84662,18.298512,GLIS family zinc finger 2,GLIS2,ENSG00000126603,84662,False,"[{'gene': 'ENSG00000126603'}, {'gene': 'ENSG00000274636'}]"
GLIS2-AS1,101926896,27.062708,GLIS2 antisense RNA 1,GLIS2-AS1,ENSG00000282703,101926896,False,"[{'gene': 'ENSG00000282703'}, {'gene': 'ENSG00000262686'}]"
PAM16,51025,18.120104,presequence translocase associated motor 16,PAM16,ENSG00000217930,51025,False,"[{'gene': 'ENSG00000217930'}, {'gene': 'ENSG00000282228'}]"
CORO7-PAM16,100529144,25.360548,CORO7-PAM16 readthrough,CORO7-PAM16,ENSG00000103426,100529144,False,"[{'gene': 'ENSG00000103426'}, {'gene': 'ENSG00000278760'}]"
CORO7,100529144,19.119272,CORO7-PAM16 readthrough,CORO7-PAM16,ENSG00000262246,100529144,False,"[{'gene': 'ENSG00000103426'}, {'gene': 'ENSG00000278760'}]"
VASN,114990,18.276907,vasorin,VASN,ENSG00000168140,114990,False,"[{'gene': 'ENSG00000168140'}, {'gene': 'ENSG00000274334'}]"
DNAJA3,9093,18.123821,DnaJ heat shock protein family (Hsp40) member A3,DNAJA3,ENSG00000103423,9093,False,"[{'gene': 'ENSG00000103423'}, {'gene': 'ENSG00000276726'}]"
NMRAL1,57407,18.350256,NmrA like redox sensor 1,NMRAL1,ENSG00000153406,57407,False,"[{'gene': 'ENSG00000153406'}, {'gene': 'ENSG00000274684'}]"
HMOX2,3163,18.220741,heme oxygenase 2,HMOX2,ENSG00000277424,3163,False,"[{'gene': 'ENSG00000277424'}, {'gene': 'ENSG00000103415'}]"
CDIP1,29965,17.639421,cell death inducing p53 target 1,CDIP1,ENSG00000089486,29965,False,"[{'gene': 'ENSG00000089486'}, {'gene': 'ENSG00000274336'}]"
C16orf96,342346,24.790306,chromosome 16 open reading frame 96,C16orf96,ENSG00000205832,342346,False,None
AC023830.2,None,None,None,None,None,None,True,None
UBALD1,124402,18.414433,UBA like domain containing 1,UBALD1,ENSG00000153443,124402,False,None
MGRN1,23295,18.159306,mahogunin ring finger 1,MGRN1,ENSG00000102858,23295,False,None
AC023830.1,None,None,None,None,None,None,True,None
NUDT16L1,84309,18.45656,nudix hydrolase 16 like 1,NUDT16L1,ENSG00000168101,84309,False,None
ANKS3,124401,17.581451,ankyrin repeat and sterile alpha motif domain containing 3,ANKS3,ENSG00000168096,124401,False,None
C16orf71,146562,22.451689,dynein axonemal assembly factor 8,DNAAF8,ENSG00000166246,146562,False,None
ZNF500,26048,19.681658,zinc finger protein 500,ZNF500,ENSG00000103199,26048,False,None
SEPT12,124404,16.66434,septin 12,SEPTIN12,ENSG00000140623,124404,False,None
SMIM22,440335,18.008957,small integral membrane protein 22,SMIM22,ENSG00000267795,440335,False,None
AC020663.2,None,None,None,None,None,None,True,None
ROGDI,79641,17.595263,rogdi atypical leucine zipper,ROGDI,ENSG00000067836,79641,False,None
GLYR1,84656,17.518196,glyoxylate reductase 1 homolog,GLYR1,ENSG00000140632,84656,False,None
UBN1,29855,17.825518,ubinuclein 1,UBN1,ENSG00000118900,29855,False,None
PPL,5493,17.611303,periplakin,PPL,ENSG00000118898,5493,False,None
SEC14L5,9717,18.280495,SEC14 like lipid binding 5,SEC14L5,ENSG00000103184,9717,False,None
NAGPA-AS1,100507589,27.063152,NAGPA antisense RNA 1,NAGPA-AS1,None,100507589,False,None
NAGPA,51172,17.62733,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,NAGPA,ENSG00000103174,51172,False,None
ALG1,56052,17.576544,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase,ALG1,ENSG00000033011,56052,False,None
C16orf89,146556,22.390907,chromosome 16 open reading frame 89,C16orf89,ENSG00000153446,146556,False,None
EEF2KMT,196483,17.698984,eukaryotic elongation factor 2 lysine methyltransferase,EEF2KMT,ENSG00000118894,196483,False,None
AC026458.2,None,None,None,None,None,None,True,None
LINC02164,ENSG00000261811,26.270922,long intergenic non-protein coding RNA 2164,LINC02164,ENSG00000261811,None,False,None
RBFOX1,54715,17.662542,RNA binding fox-1 homolog 1,RBFOX1,ENSG00000078328,54715,False,None
LINC01570,ENSG00000260338,26.271364,long intergenic non-protein coding RNA 1570,LINC01570,ENSG00000260338,None,False,None
AC005774.1,None,None,None,None,None,None,True,None
AC093515.1,None,None,None,None,None,None,True,None
AC018767.2,None,None,None,None,None,None,True,None
LINC02152,ENSG00000261319,26.27205,long intergenic non-protein coding RNA 2152,LINC02152,ENSG00000261319,None,False,None
AC018767.3,None,None,None,None,None,None,True,None
AC018767.1,None,None,None,None,None,None,True,None
AC074052.2,None,None,None,None,None,None,True,None
TMEM114,283953,18.196972,transmembrane protein 114,TMEM114,ENSG00000232258,283953,False,None
METTL22,79091,17.62075,"methyltransferase 22, Kin17 lysine",METTL22,ENSG00000067365,79091,False,None
ABAT,18,17.597563,4-aminobutyrate aminotransferase,ABAT,ENSG00000183044,18,False,None
TMEM186,25880,17.567799,transmembrane protein 186,TMEM186,ENSG00000184857,25880,False,None
PMM2,5373,17.627644,phosphomannomutase 2,PMM2,ENSG00000140650,5373,False,None
AC012173.1,None,None,None,None,None,None,True,None
AC022167.2,None,None,None,None,None,None,True,None
CARHSP1,23589,17.62075,calcium regulated heat stable protein 1,CARHSP1,ENSG00000153048,23589,False,None
AC022167.1,None,None,None,None,None,None,True,None
AC022167.4,None,None,None,None,None,None,True,None
AC022167.5,None,None,None,None,None,None,True,None
USP7,7874,17.531776,ubiquitin specific peptidase 7,USP7,ENSG00000187555,7874,False,None
AC022167.3,None,None,None,None,None,None,True,None
AC087190.2,None,None,None,None,None,None,True,None
C16orf72,29035,22.93931,HUWE1 associated protein modifying stress responses,HAPSTR1,ENSG00000182831,29035,False,None
AC087190.1,None,None,None,None,None,None,True,None
LINC02177,101927009,27.065735,long intergenic non-protein coding RNA 2177,LINC02177,ENSG00000261617,101927009,False,None
LINC01177,104355218,27.059961,long intergenic non-protein coding RNA 1177,LINC01177,ENSG00000261397,104355218,False,None
LINC01195,104266959,27.063152,long intergenic non-protein coding RNA 1195,LINC01195,ENSG00000261075,104266959,False,None
AC007221.1,None,None,None,None,None,None,True,None
AC007221.2,None,None,None,None,None,None,True,None
AC007218.1,None,None,None,None,None,None,True,None
GRIN2A,2903,18.183771,glutamate ionotropic receptor NMDA type subunit 2A,GRIN2A,ENSG00000183454,2903,False,None
AC007218.2,None,None,None,None,None,None,True,None
AC133565.1,None,None,None,None,None,None,True,None
ATF7IP2,80063,18.054146,activating transcription factor 7 interacting protein 2,ATF7IP2,ENSG00000166669,80063,False,None
AC131649.1,None,None,None,None,None,None,True,None
LINC01290,106144584,27.063105,long intergenic non-protein coding RNA 1290,LINC01290,ENSG00000260468,106144584,False,None
EMP2,2013,17.622248,epithelial membrane protein 2,EMP2,ENSG00000213853,2013,False,None
AC027277.1,None,None,None,None,None,None,True,None
TEKT5,146279,18.424885,tektin 5,TEKT5,ENSG00000153060,146279,False,None
AC007595.1,None,None,None,None,None,None,True,None
NUBP1,10101,21.392351,"NUBP iron-sulfur cluster assembly factor 2, cytosolic",NUBP2,ENSG00000095906,10101,False,None
TVP23A,780776,18.072897,trans-golgi network vesicle protein 23 homolog A,TVP23A,ENSG00000166676,780776,False,None
AC133065.1,None,None,None,None,None,None,True,None
CIITA,4261,17.665653,class II major histocompatibility complex transactivator,CIITA,ENSG00000179583,4261,False,None
DEXI,28955,17.681557,Dexi homolog,DEXI,ENSG00000182108,28955,False,None
CLEC16A,23274,17.549131,C-type lectin domain containing 16A,CLEC16A,ENSG00000038532,23274,False,None
AC007014.1,None,None,None,None,None,None,True,None
AC007220.1,None,None,None,None,None,None,True,None
RMI2,116028,17.727398,RecQ mediated genome instability 2,RMI2,ENSG00000175643,116028,False,None
SOCS1,8651,18.252441,suppressor of cytokine signaling 1,SOCS1,ENSG00000185338,8651,False,None
TNP2,7142,19.540981,transition protein 2,TNP2,ENSG00000178279,7142,False,None
PRM3,58531,19.293097,protamine 3,PRM3,ENSG00000178257,58531,False,None
PRM2,5620,20.238932,protamine 2,PRM2,ENSG00000122304,5620,False,None
PRM1,137902,23.680819,peroxidasin like,PXDNL,ENSG00000147485,137902,False,None
AC009121.2,None,None,None,None,None,None,True,None
AC009121.1,None,None,None,None,None,None,True,None
AC099489.1,None,None,None,None,None,None,True,None
AC099489.3,None,None,None,None,None,None,True,None
LITAF,9516,17.85943,lipopolysaccharide induced TNF factor,LITAF,ENSG00000189067,9516,False,None
SNN,8303,17.964455,stannin,SNN,ENSG00000184602,8303,False,None
TXNDC11,51061,17.602041,thioredoxin domain containing 11,TXNDC11,ENSG00000153066,51061,False,None
AC007613.1,None,None,None,None,None,None,True,None
ZC3H7A,29066,17.580229,zinc finger CCCH-type containing 7A,ZC3H7A,ENSG00000122299,29066,False,None
AC010654.1,None,None,None,None,None,None,True,None
BCAR4,400500,26.271759,breast cancer anti-estrogen resistance 4,BCAR4,ENSG00000262117,400500,False,None
RSL1D1,26156,17.579178,ribosomal L1 domain containing 1,RSL1D1,ENSG00000171490,26156,False,None
AC007216.4,None,None,None,None,None,None,True,None
GSPT1,2935,17.669762,G1 to S phase transition 1,GSPT1,ENSG00000103342,2935,False,None
AC007216.2,None,None,None,None,None,None,True,None
NPIPB2,729978,25.360283,nuclear pore complex interacting protein family member B2,NPIPB2,ENSG00000234719,729978,False,None
TNFRSF17,608,18.376234,TNF receptor superfamily member 17,TNFRSF17,ENSG00000048462,608,False,None
SNX29,92017,17.61564,sorting nexin 29,SNX29,ENSG00000048471,92017,False,None
AC007216.1,None,None,None,None,None,None,True,None
AC007601.1,None,None,None,None,None,None,True,None
AC007601.2,None,None,None,None,None,None,True,None
AC007598.2,None,None,None,None,None,None,True,None
AC010333.1,None,None,None,None,None,None,True,None
AC010333.2,None,None,None,None,None,None,True,None
AC010333.3,None,None,None,None,None,None,True,None
CPPED1,55313,17.597166,calcineurin like phosphoesterase domain containing 1,CPPED1,ENSG00000103381,55313,False,None
AC109597.1,None,None,None,None,None,None,True,None
AC109597.2,None,None,None,None,None,None,True,None
SHISA9,729993,18.276085,shisa family member 9,SHISA9,ENSG00000237515,729993,False,None
AC009134.1,None,None,None,None,None,None,True,None
U91319.1,None,None,None,None,None,None,True,None
AC003009.1,None,None,None,None,None,None,True,None
U95743.1,None,None,None,None,None,None,True,None
ERCC4,2072,17.51904,"ERCC excision repair 4, endonuclease catalytic subunit",ERCC4,ENSG00000175595,2072,False,None
AC010401.1,None,None,None,None,None,None,True,None
AC010401.2,None,None,None,None,None,None,True,None
LINC02185,ENSG00000262097,26.273949,long intergenic non-protein coding RNA 2185,LINC02185,ENSG00000262097,None,False,None
LINC02186,101927348,27.063547,long intergenic non-protein coding RNA 2186,LINC02186,ENSG00000261856,101927348,False,None
MKL2,57496,16.810705,myocardin related transcription factor B,MRTFB,ENSG00000186260,57496,False,None
AC130650.2,None,None,None,None,None,None,True,None
AC130650.1,None,None,None,None,None,None,True,None
MIR193BHG,100129781,27.06384,MIR193b-365a host gene,MIR193BHG,ENSG00000262454,100129781,False,None
LINC02130,105447648,27.06384,long intergenic non-protein coding RNA 2130,LINC02130,ENSG00000260009,105447648,False,None
AC040173.1,None,None,None,None,None,None,True,None
PARN,5073,17.56935,poly(A)-specific ribonuclease,PARN,ENSG00000140694,5073,False,"[{'gene': 'ENSG00000140694'}, {'gene': 'ENSG00000274829'}]"
BFAR,51283,18.047962,bifunctional apoptosis regulator,BFAR,ENSG00000275618,51283,False,"[{'gene': 'ENSG00000275618'}, {'gene': 'ENSG00000103429'}]"
PLA2G10,8399,18.308922,phospholipase A2 group X,PLA2G10,ENSG00000276870,8399,False,"[{'gene': 'ENSG00000276870'}, {'gene': 'ENSG00000069764'}]"
AC009167.1,None,None,None,None,None,None,True,None
NPIPA3,642778,26.271315,nuclear pore complex interacting protein family member A3,NPIPA3,ENSG00000224712,642778,False,"[{'gene': 'ENSG00000224712'}, {'gene': 'ENSG00000278308'}]"
AC136443.4,None,None,None,None,None,None,True,None
NPIPA2,642799,27.059961,nuclear pore complex interacting protein family member A2,NPIPA2,ENSG00000254852,642799,False,None
NOMO1,23420,23.906347,NODAL modulator 1,NOMO1,ENSG00000103512,23420,False,"[{'gene': 'ENSG00000103512'}, {'gene': 'ENSG00000274779'}]"
AC136443.3,None,None,None,None,None,None,True,None
AC138932.2,None,None,None,None,None,None,True,None
NPIPA1,9284,27.063547,nuclear pore complex interacting protein family member A1,NPIPA1,ENSG00000281994,9284,False,"[{'gene': 'ENSG00000281994'}, {'gene': 'ENSG00000183426'}]"
PDXDC1,23042,17.59712,pyridoxal dependent decarboxylase domain containing 1,PDXDC1,ENSG00000179889,23042,False,"[{'gene': 'ENSG00000179889'}, {'gene': 'ENSG00000275498'}]"
AC138932.5,None,None,None,None,None,None,True,None
NTAN1,123803,17.62733,N-terminal asparagine amidase,NTAN1,ENSG00000275779,123803,False,"[{'gene': 'ENSG00000275779'}, {'gene': 'ENSG00000157045'}]"
RRN3,54700,17.50163,"RRN3 homolog, RNA polymerase I transcription factor",RRN3,ENSG00000278494,54700,False,"[{'gene': 'ENSG00000278494'}, {'gene': 'ENSG00000085721'}]"
AC126763.1,None,None,None,None,None,None,True,None
NPIPA5,100288332,26.271364,nuclear pore complex interacting protein family member A5,NPIPA5,ENSG00000282705,100288332,False,"[{'gene': 'ENSG00000282705'}, {'gene': 'ENSG00000183793'}]"
MPV17L,255027,17.937883,MPV17 mitochondrial inner membrane protein like,MPV17L,ENSG00000156968,255027,False,"[{'gene': 'ENSG00000156968'}, {'gene': 'ENSG00000275543'}]"
AC140504.1,None,None,None,None,None,None,True,None
C16orf45,89927,22.24743,bMERB domain containing 1,BMERB1,ENSG00000166780,89927,False,"[{'gene': 'ENSG00000166780'}, {'gene': 'ENSG00000278823'}]"
MARF1,9665,17.88184,meiosis regulator and mRNA stability factor 1,MARF1,ENSG00000277140,9665,False,"[{'gene': 'ENSG00000277140'}, {'gene': 'ENSG00000166783'}]"
AC026401.1,None,None,None,None,None,None,True,None
NDE1,54820,17.64411,nudE neurodevelopment protein 1,NDE1,ENSG00000072864,54820,False,"[{'gene': 'ENSG00000072864'}, {'gene': 'ENSG00000275911'}]"
AC026401.3,None,None,None,None,None,None,True,None
MYH11,4629,18.176537,myosin heavy chain 11,MYH11,ENSG00000276480,4629,False,"[{'gene': 'ENSG00000276480'}, {'gene': 'ENSG00000133392'}]"
AF001548.2,None,None,None,None,None,None,True,None
AF001548.1,None,None,None,None,None,None,True,None
FOPNL,123811,16.474808,centrosomal protein 20,CEP20,ENSG00000276914,123811,False,"[{'gene': 'ENSG00000276914'}, {'gene': 'ENSG00000133393'}]"
AC130651.1,None,None,None,None,None,None,True,None
ABCC1,4363,17.849272,ATP binding cassette subfamily C member 1 (ABCC1 blood group),ABCC1,ENSG00000278183,4363,False,"[{'gene': 'ENSG00000278183'}, {'gene': 'ENSG00000103222'}]"
ABCC6,368,18.571354,ATP binding cassette subfamily C member 6,ABCC6,ENSG00000275331,368,False,"[{'gene': 'ENSG00000275331'}, {'gene': 'ENSG00000091262'}]"
AC136624.1,None,None,None,None,None,None,True,None
NOMO3,408050,26.271759,NODAL modulator 3,NOMO3,ENSG00000103226,408050,False,"[{'gene': 'ENSG00000103226'}, {'gene': 'ENSG00000278087'}]"
AC136624.2,None,None,None,None,None,None,True,None
AC138969.3,None,None,None,None,None,None,True,None
AC138969.1,None,None,None,None,None,None,True,None
NPIPA7,101059938,27.06384,nuclear pore complex interacting protein family member A7,NPIPA7,ENSG00000214967,101059938,False,"[{'gene': 'ENSG00000214967'}, {'gene': 'ENSG00000277983'}]"
AC092326.1,None,None,None,None,None,None,True,None
XYLT1,64131,17.663172,xylosyltransferase 1,XYLT1,ENSG00000285395,64131,False,"[{'gene': 'ENSG00000285395'}, {'gene': 'ENSG00000103489'}]"
AC109446.3,None,None,None,None,None,None,True,None
AC109495.1,None,None,None,None,None,None,True,None
AC025277.1,None,None,None,None,None,None,True,None
AC010601.1,None,None,None,None,None,None,True,None
AC091489.1,None,None,None,None,None,None,True,None
NPIPA8,101059953,27.062708,nuclear pore complex interacting protein family member A8,NPIPA8,ENSG00000214967,101059953,False,None
AC126755.2,None,None,None,None,None,None,True,None
AC126755.4,None,None,None,None,None,None,True,None
AC126755.3,None,None,None,None,None,None,True,None
NOMO2,283820,22.49962,NODAL modulator 2,NOMO2,ENSG00000185164,283820,False,None
AC136618.1,None,None,None,None,None,None,True,None
RPS15A,6210,17.562086,ribosomal protein S15a,RPS15A,ENSG00000134419,6210,False,None
AC138811.2,None,None,None,None,None,None,True,None
ARL6IP1,23204,17.604086,ADP ribosylation factor like GTPase 6 interacting protein 1,ARL6IP1,ENSG00000170540,23204,False,None
AC138811.1,None,None,None,None,None,None,True,None
SMG1,23049,17.477884,SMG1 nonsense mediated mRNA decay associated PI3K related kinase,SMG1,ENSG00000157106,23049,False,None
AC092287.1,None,None,None,None,None,None,True,None
TMC7,79905,18.063099,transmembrane channel like 7,TMC7,ENSG00000170537,79905,False,None
AC099518.4,None,None,None,None,None,None,True,None
AC099518.2,None,None,None,None,None,None,True,None
COQ7,10229,17.043692,"coenzyme Q7, hydroxylase",COQ7,ENSG00000167186,10229,False,None
AC099518.1,None,None,None,None,None,None,True,None
AC099518.6,None,None,None,None,None,None,True,None
ITPRIPL2,162073,18.276524,ITPRIP like 2,ITPRIPL2,ENSG00000205730,162073,False,None
AC099518.3,None,None,None,None,None,None,True,None
AC099518.5,None,None,None,None,None,None,True,None
SYT17,51760,17.920607,synaptotagmin 17,SYT17,ENSG00000103528,51760,False,None
CLEC19A,728276,18.056892,C-type lectin domain containing 19A,CLEC19A,ENSG00000261210,728276,False,None
AC130456.2,None,None,None,None,None,None,True,None
TMC5,79838,17.53251,transmembrane channel like 5,TMC5,ENSG00000103534,79838,False,None
AC130456.4,None,None,None,None,None,None,True,None
AC130456.3,None,None,None,None,None,None,True,None
AC130456.5,None,None,None,None,None,None,True,None
GDE1,51573,17.490408,glycerophosphodiester phosphodiesterase 1,GDE1,ENSG00000006007,51573,False,None
CCP110,9738,18.069708,centriolar coiled-coil protein 110,CCP110,ENSG00000103540,9738,False,None
VPS35L,57020,17.553095,VPS35 endosomal protein sorting factor like,VPS35L,ENSG00000103544,57020,False,None
AC002550.2,None,None,None,None,None,None,True,None
KNOP1,400506,17.72948,lysine rich nucleolar protein 1,KNOP1,ENSG00000103550,400506,False,None
AC002550.1,None,None,None,None,None,None,True,None
IQCK,124152,17.597855,IQ motif containing K,IQCK,ENSG00000174628,124152,False,None
AC027130.1,None,None,None,None,None,None,True,None
GPRC5B,51704,18.195778,G protein-coupled receptor class C group 5 member B,GPRC5B,ENSG00000167191,51704,False,None
GPR139,124274,17.648853,G protein-coupled receptor 139,GPR139,ENSG00000180269,124274,False,None
AC092132.1,None,None,None,None,None,None,True,None
GP2,2813,19.111725,glycoprotein 2,GP2,ENSG00000169347,2813,False,None
UMOD,7369,18.97711,uromodulin,UMOD,ENSG00000169344,7369,False,None
PDILT,204474,18.331491,"protein disulfide isomerase like, testis expressed",PDILT,ENSG00000169340,204474,False,None
AC106796.1,None,None,None,None,None,None,True,None
ACSM5,54988,19.467125,acyl-CoA synthetase medium chain family member 5,ACSM5,ENSG00000183549,54988,False,None
AC137056.1,None,None,None,None,None,None,True,None
ACSM2A,123876,25.049637,acyl-CoA synthetase medium chain family member 2A,ACSM2A,ENSG00000183747,123876,False,None
ACSM2B,348158,21.91701,acyl-CoA synthetase medium chain family member 2B,ACSM2B,ENSG00000066813,348158,False,None
AC141273.1,None,None,None,None,None,None,True,None
ACSM3,6296,18.587523,acyl-CoA synthetase medium chain family member 3,ACSM3,ENSG00000005187,6296,False,None
ACSM1,116285,20.201475,acyl-CoA synthetase medium chain family member 1,ACSM1,ENSG00000166743,116285,False,None
THUMPD1,55623,17.616377,THUMP domain containing 1,THUMPD1,ENSG00000066654,55623,False,None
AC004381.1,None,None,None,None,None,None,True,None
ERI2,112479,17.675728,ERI1 exoribonuclease family member 2,ERI2,ENSG00000196678,112479,False,None
REXO5,81691,18.063099,RNA exonuclease 5,REXO5,ENSG00000005189,81691,False,None
DCUN1D3,123879,17.549526,defective in cullin neddylation 1 domain containing 3,DCUN1D3,ENSG00000188215,123879,False,None
LYRM1,57149,17.56523,LYR motif containing 1,LYRM1,ENSG00000102897,57149,False,None
DNAH3,55567,17.689579,dynein axonemal heavy chain 3,DNAH3,ENSG00000158486,55567,False,None
AC008551.1,None,None,None,None,None,None,True,None
TMEM159,57146,16.54645,lipid droplet assembly factor 1,LDAF1,ENSG00000011638,57146,False,None
AF001550.1,None,None,None,None,None,None,True,None
ZP2,7783,18.338917,zona pellucida glycoprotein 2,ZP2,ENSG00000103310,7783,False,"[{'gene': 'ENSG00000103310'}, {'gene': 'ENSG00000284588'}]"
ANKS4B,257629,17.613625,ankyrin repeat and sterile alpha motif domain containing 4B,ANKS4B,ENSG00000175311,257629,False,"[{'gene': 'ENSG00000175311'}, {'gene': 'ENSG00000284290'}]"
CRYM,1428,17.585701,crystallin mu,CRYM,ENSG00000103316,1428,False,None
NPIPB3,23117,26.271364,nuclear pore complex interacting protein family member B3,NPIPB3,ENSG00000169246,23117,False,"[{'gene': 'ENSG00000169246'}, {'gene': 'ENSG00000283738'}]"
AC005632.4,None,None,None,None,None,None,True,None
METTL9,51108,17.57842,"methyltransferase 9, His-X-His N1(pi)-histidine",METTL9,ENSG00000197006,51108,False,"[{'gene': 'ENSG00000197006'}, {'gene': 'ENSG00000284548'}]"
IGSF6,10261,18.304888,immunoglobulin superfamily member 6,IGSF6,ENSG00000283934,10261,False,"[{'gene': 'ENSG00000283934'}, {'gene': 'ENSG00000140749'}]"
OTOA,146183,17.691626,otoancorin,OTOA,ENSG00000155719,146183,False,"[{'gene': 'ENSG00000155719'}, {'gene': 'ENSG00000284559'}]"
AC092375.2,None,None,None,None,None,None,True,None
NPIPB4,440345,25.049637,nuclear pore complex interacting protein family member B4,NPIPB4,ENSG00000185864,440345,False,"[{'gene': 'ENSG00000185864'}, {'gene': 'ENSG00000283855'}]"
AC092119.2,None,None,None,None,None,None,True,None
UQCRC2,7385,21.740812,ubiquinol-cytochrome c reductase core protein 2,UQCRC2,ENSG00000140740,7385,False,None
PDZD9,255762,18.486704,PDZ domain containing 9,PDZD9,ENSG00000155714,255762,False,"[{'gene': 'ENSG00000155714'}, {'gene': 'ENSG00000284316'}]"
AC092119.3,None,None,None,None,None,None,True,None
MOSMO,730094,18.073164,modulator of smoothened,MOSMO,ENSG00000284487,730094,False,"[{'gene': 'ENSG00000284487'}, {'gene': 'ENSG00000185716'}]"
AC009019.1,None,None,None,None,None,None,True,None
VWA3A,146177,18.00625,von Willebrand factor A domain containing 3A,VWA3A,ENSG00000175267,146177,False,None
SDR42E2,100288072,17.935984,"short chain dehydrogenase/reductase family 42E, member 2",SDR42E2,ENSG00000183921,100288072,False,None
EEF2K,29904,17.574644,eukaryotic elongation factor 2 kinase,EEF2K,ENSG00000103319,29904,False,"[{'gene': 'ENSG00000103319'}, {'gene': 'ENSG00000284161'}]"
AC009034.1,None,None,None,None,None,None,True,None
POLR3E,55718,17.590544,RNA polymerase III subunit E,POLR3E,ENSG00000058600,55718,False,"[{'gene': 'ENSG00000058600'}, {'gene': 'ENSG00000284282'}]"
CDR2,1039,18.160145,cerebellar degeneration related protein 2,CDR2,ENSG00000140743,1039,False,None
AC092338.1,None,None,None,None,None,None,True,None
AC092338.2,None,None,None,None,None,None,True,None
NPIPB5,100132247,27.059961,nuclear pore complex interacting protein family member B5,NPIPB5,ENSG00000169246,100132247,False,"[{'gene': 'ENSG00000243716'}, {'gene': 'ENSG00000284218'}]"
AC009021.2,None,None,None,None,None,None,True,None
AC009021.1,None,None,None,None,None,None,True,None
AC130466.1,None,None,None,None,None,None,True,None
HS3ST2,9956,17.749393,heparan sulfate-glucosamine 3-sulfotransferase 2,HS3ST2,ENSG00000122254,9956,False,None
AC127459.2,None,None,None,None,None,None,True,None
USP31,84196,21.283056,ubiquitin specific peptidase 48,USP48,ENSG00000090686,84196,False,None
SCNN1G,6340,18.202555,sodium channel epithelial 1 subunit gamma,SCNN1G,ENSG00000166828,6340,False,None
AC099482.1,None,None,None,None,None,None,True,None
SCNN1B,6338,18.212774,sodium channel epithelial 1 subunit beta,SCNN1B,ENSG00000168447,6338,False,None
COG7,91949,17.565275,component of oligomeric golgi complex 7,COG7,ENSG00000168434,91949,False,None
AC008915.2,None,None,None,None,None,None,True,None
GGA2,23062,18.269772,"golgi associated, gamma adaptin ear containing, ARF binding protein 2",GGA2,ENSG00000103365,23062,False,None
EARS2,124454,17.609406,"glutamyl-tRNA synthetase 2, mitochondrial",EARS2,ENSG00000103356,124454,False,None
UBFD1,56061,17.581406,ubiquitin family domain containing 1,UBFD1,ENSG00000103353,56061,False,None
NDUFAB1,4706,18.216595,NADH:ubiquinone oxidoreductase subunit AB1,NDUFAB1,ENSG00000004779,4706,False,None
PALB2,79728,17.655354,partner and localizer of BRCA2,PALB2,ENSG00000083093,79728,False,None
AC008870.4,None,None,None,None,None,None,True,None
DCTN5,84516,17.525217,dynactin subunit 5,DCTN5,ENSG00000166847,84516,False,None
PLK1,5347,17.604353,polo like kinase 1,PLK1,ENSG00000166851,5347,False,None
AC008870.3,None,None,None,None,None,None,True,None
ERN2,10595,17.680574,endoplasmic reticulum to nucleus signaling 2,ERN2,ENSG00000134398,10595,False,None
AC012317.1,None,None,None,None,None,None,True,None
CHP2,63928,18.276907,calcineurin like EF-hand protein 2,CHP2,ENSG00000166869,63928,False,None
PRKCB,5579,18.133503,protein kinase C beta,PRKCB,ENSG00000166501,5579,False,None
LINC2194,105371142,25.05283,long intergenic non-protein coding RNA 2194,LINC02194,ENSG00000260264,105371142,False,None
CACNG3,10368,18.209362,calcium voltage-gated channel auxiliary subunit gamma 3,CACNG3,ENSG00000006116,10368,False,None
AC008938.1,None,None,None,None,None,None,True,None
RBBP6,5930,17.785305,"RB binding protein 6, ubiquitin ligase",RBBP6,ENSG00000122257,5930,False,None
TNRC6A,27327,17.906883,trinucleotide repeat containing adaptor 6A,TNRC6A,ENSG00000090905,27327,False,None
